hrg_code,hrg_name,non_elec_cost
YA03A,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 8+",11386
YA03B,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 4-7",8133
YA03C,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 0-3",5422
YA04Z,Percutaneous Transluminal Embolisation of Intracranial Arteriovenous Malformation,8133
YA10Z,"Percutaneous Transluminal Angioplasty, including Stenting, of Intracranial or Extracranial Blood Vessel",5422
YA11Z,"Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",2346
YA12Z,"Percutaneous Transluminal Other Procedures on, Intracranial or Extracranial Blood Vessel",9544
YA13Z,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Intracranial or Extracranial Blood Vessel",11223
YC01Z,"Percutaneous Core Needle Biopsy of Lesion of, Head or Neck",924
YC02Z,"Percutaneous Fine Needle Aspiration Biopsy of Lesion of, Head or Neck",345
YC10Z,"Percutaneous Therapeutic, Head or Neck Procedures",4735
YD01Z,Percutaneous Ablation of Lesion of Respiratory Tract,5520
YD02Z,Percutaneous Biopsy of Lesion of Pleura,731
YD03Z,"Percutaneous Biopsy of Lesion of, Lung or Mediastinum",662
YD04Z,Percutaneous Drainage of Pleural Cavity,1066
YD05Z,Percutaneous Aspiration of Pleural Cavity,821
YF01A,"Radiological Insertion of Gastrostomy Tube, 19 years and over",1179
YF01B,"Radiological Insertion of Gastrostomy Tube, 18 years and under",2516
YF02Z,"Radiological Insertion of, Gastrojejunostomy or Jejunostomy Tube",1932
YF03A,"Multiple Percutaneous Drainage of Abdominal Lesion Procedures, with CC Score 5+",18087
YF03B,"Multiple Percutaneous Drainage of Abdominal Lesion Procedures, with CC Score 0-4",8997
YF04A,"Single Percutaneous Drainage of Abdominal Lesion Procedure, with CC Score 5+",10201
YF04B,"Single Percutaneous Drainage of Abdominal Lesion Procedure, with CC Score 2-4",5233
YF04C,"Single Percutaneous Drainage of Abdominal Lesion Procedure, with CC Score 0-1",3965
YF05Z,Percutaneous Biopsy of Lesion of Abdominal Cavity,924
YG01A,"Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 2+",7726
YG01B,"Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 0-1",6182
YG02Z,"Percutaneous Insertion of Multiple Stents, into Hepatic or Bile Ducts",13802
YG03A,"Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 4+",13024
YG03B,"Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 0-3",8930
YG04A,"Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 4+",8792
YG04B,"Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 0-3",6624
YG05A,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 4+",8627
YG05B,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 0-3",6131
YG06Z,Percutaneous Drainage of Hepatobiliary System,1869
YG07A,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",10933
YG07B,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",4290
YG10Z,Percutaneous Transvascular Biopsy of Lesion of Liver,1712
YG11A,"Percutaneous Punch Biopsy of Lesion of Liver, 19 years and over",747
YG11B,"Percutaneous Punch Biopsy of Lesion of Liver, 18 years and under",1539
YG12Z,"Other Percutaneous Diagnostic, Hepatobiliary or Pancreatic Procedures",1068
YH01Z,"Percutaneous Vertebroplasty of, Three or More Levels of Spine",11471
YH02Z,Percutaneous Vertebroplasty of Two Levels of Spine,8896
YH03Z,Percutaneous Vertebroplasty of One Level of Spine,6648
YH10Z,Percutaneous Biopsy of Extradural Spinal Lesion,1460
YH20Z,Percutaneous Ablation of Lesion of Bone,3185
YH30A,"Percutaneous Aspiration of Joint, 19 years and over",612
YH30B,"Percutaneous Aspiration of Joint, 18 years and under",1247
YH31A,"Percutaneous Biopsy of Lesion of Bone, 19 years and over",1616
YH31B,"Percutaneous Biopsy of Lesion of Bone, 18 years and under",3233
YH32A,"Percutaneous Biopsy of, Lesion of Muscle or Connective Tissue, 19 years and over",1499
YH32B,"Percutaneous Biopsy of, Lesion of Muscle or Connective Tissue, 18 years and under",3049
YJ03Z,Biopsy of Lesion of Breast and Associated Lymph Nodes,946
YJ04Z,Core Needle Biopsy of Axillary Lymph Nodes,719
YJ08Z,Fine Needle Aspiration of Axillary Lymph Nodes,632
YJ09Z,Vacuum Assisted Biopsy or Excision of Lesion of Breast,742
YJ11Z,Drainage of Lesion of Breast or Associated Lymph Nodes,360
YJ12Z,"Insertion of, Wire or Marker, for Localisation of Breast Lesion",317
YJ13Z,Ultrasound Guided Core Needle Biopsy of Lesion of Breast,451
YJ14Z,Stereotactic Core Needle Biopsy of Lesion of Breast,560
YJ15Z,Fine Needle Aspiration of Lesion of Breast,544
YL01Z,Complex Percutaneous Ablation of Lesion of Kidney,6176
YL02Z,Standard Percutaneous Ablation of Lesion of Kidney,5489
YL10Z,"Bilateral or Multiple, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",2060
YL11Z,"Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",1411
YL12Z,"Percutaneous, Attention to or Removal of, Ureteric Stent or Nephrostomy",477
YL20A,"Percutaneous Needle Biopsy of Lesion of Kidney, 19 years and over",748
YL20B,"Percutaneous Needle Biopsy of Lesion of Kidney, 18 years and under",1544
YL21Z,Other Percutaneous Urinary Tract Procedures,728
YL30Z,Percutaneous Ablation of Lesion of Prostate,5489
YQ04A,"Multiple Open Procedures, on Aorta or Abdominal Blood Vessels, with CC Score 4+",15097
YQ04B,"Multiple Open Procedures, on Aorta or Abdominal Blood Vessels, with CC Score 0-3",8568
YQ05A,"Single Open Procedure, on Aorta or Abdominal Blood Vessel, with CC Score 4+",11511
YQ05B,"Single Open Procedure, on Aorta or Abdominal Blood Vessel, with CC Score 0-3",7635
YQ06Z,Open Repair of Thoracoabdominal Aortic Aneurysm,27243
YQ07A,"Open Repair of Suprarenal Aortic Aneurysm, with CC Score 7+",15546
YQ07B,"Open Repair of Suprarenal Aortic Aneurysm, with CC Score 0-6",13947
YQ08A,Complex Open Repair of Abdominal Aortic Aneurysm with CC Score 7+,12542
YQ08B,Complex Open Repair of Abdominal Aortic Aneurysm with CC Score 0-6,11280
YQ09A,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 7+,10364
YQ09B,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 4-6,7875
YQ09C,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 0-3,7436
YQ10A,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 11+,16911
YQ10B,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 7-10,12740
YQ10C,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 4-6,11218
YQ10D,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 0-3,10390
YQ11A,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 7+",15785
YQ11B,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 4-6",11507
YQ11C,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 0-3",10523
YQ12A,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 11+,13648
YQ12B,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 7-10,8991
YQ12C,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,7758
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,6303
YQ13A,Bypass to Tibial Arteries with CC Score 7+,14834
YQ13B,Bypass to Tibial Arteries with CC Score 0-6,9732
YQ14Z,"Open Treatment of, Primary or Recurrent, Bilateral Varicose Veins",2246
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,2042
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,1706
YQ20A,Multiple Limb Amputation Procedures with CC Score 10+,26215
YQ20B,Multiple Limb Amputation Procedures with CC Score 0-9,18050
YQ21A,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 10+",24074
YQ21B,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 0-9",17611
YQ22A,Amputation of Single Limb with CC Score 10+,15178
YQ22B,Amputation of Single Limb with CC Score 0-9,10120
YQ23A,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 8+",15309
YQ23B,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 0-7",10243
YQ24A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 8+",20405
YQ24B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 0-7",13808
YQ25A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 8+",13123
YQ25B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 0-7",8152
YQ26A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 8+",8681
YQ26B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 5-7",5198
YQ26C,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",4423
YQ30Z,"Multiple Open Procedures, on Carotid Artery or Blood Vessels of Upper Limbs",9011
YQ31A,Single Open Procedure on Carotid Artery with CC Score 5+,8715
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,5626
YQ32A,"Single Open Procedure, on Blood Vessel or Upper Limb with CC Score 5+",7489
YQ32B,"Single Open Procedure, on Blood Vessel or Upper Limb with CC Score 0-4",4015
YQ40Z,Sympathectomy,5096
YQ41A,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 2+",6168
YQ41B,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 0-1",3126
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures",2731
YQ43Z,Biopsy of Temporal Artery,1193
YQ50A,Peripheral Vascular Disorders with CC Score 15+,7860
YQ50B,Peripheral Vascular Disorders with CC Score 11-14,5179
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,3861
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,2656
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,1416
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,442
YQ51A,Deep Vein Thrombosis with CC Score 12+,5895
YQ51B,Deep Vein Thrombosis with CC Score 9-11,3743
YQ51C,Deep Vein Thrombosis with CC Score 6-8,2340
YQ51D,Deep Vein Thrombosis with CC Score 3-5,673
YQ51E,Deep Vein Thrombosis with CC Score 0-2,370
YR10A,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 6+,10751
YR10B,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,5967
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,4079
YR11A,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 9+,10593
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,6095
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,4665
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,3433
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,7501
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of, Bioabsorbable, Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",4822
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Stents into Peripheral Blood Vessels, with CC Score 3+",6429
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Stents into Peripheral Blood Vessels, with CC Score 0-2",5358
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Stent into Peripheral Blood Vessel, with CC Score 6+",6965
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Stent into Peripheral Blood Vessel, with CC Score 3-5",4822
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Stent into Peripheral Blood Vessel, with CC Score 0-2",4286
YR16A,Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 6+,10422
YR16B,Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 0-5,6721
YR22A,Inferior Vena Cava Filter Procedures with CC Score 7+,14550
YR22B,Inferior Vena Cava Filter Procedures with CC Score 3-6,6011
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,3853
YR23A,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 5+",6857
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",4168
YR24C,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 4+,8650
YR24D,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-3,3802
YR25Z,Arteriography,1508
YR26Z,Venography,848
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins",1764
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins",1138
YR32Z,Sclerotherapy of Bilateral Varicose Veins,893
YR33Z,Sclerotherapy of Unilateral Varicose Veins,483
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",1397
YR40C,"Insertion of Non-Tunnelled Central Venous Catheter, between 6 and 18 years",2694
YR40D,"Insertion of Non-Tunnelled Central Venous Catheter, 5 years and under",2588
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",1398
YR41B,"Insertion of Tunnelled Central Venous Catheter, 18 years and under",3323
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",1767
YR42C,"Peripheral Insertion of Central Venous Catheter, between 6 and 18 years",3195
YR42D,"Peripheral Insertion of Central Venous Catheter, 5 years and under",1788
YR43A,"Attention to Central Venous Catheter, 19 years and over",228
YR43C,"Attention to Central Venous Catheter, between 6 and 18 years",972
YR43D,"Attention to Central Venous Catheter, 5 years and under",1445
YR44A,"Removal of Central Venous Catheter, 19 years and over",631
YR44C,"Removal of Central Venous Catheter, between 6 and 18 years",1755
YR44D,"Removal of Central Venous Catheter, 5 years and under",2188
YR45A,"Insertion of Subcutaneous Port, 19 years and over",1043
YR45B,"Insertion of Subcutaneous Port, 18 years and under",3283
YR46Z,Attention to Subcutaneous Port,380
YR47Z,Removal of Subcutaneous Port,7546
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",2215
YR50Z,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Peripheral Aneurysms",11077
YR51Z,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Peripheral Aneurysms",8555
YR52A,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm, with CC Score 4+",7824
YR52B,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm, with CC Score 0-3",4822
YR53Z,Percutaneous Transluminal Embolisation of Peripheral Arteriovenous Malformation,4822
YR54A,Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 6+,10958
YR54B,Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 3-5,5859
YR54C,Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 0-2,4365
YR55Z,Uterine Artery Embolisation,3175
YR56Z,Varicocele Embolisation,995
YR57Z,"Percutaneous, Chemoembolisation or Radioembolisation, of Lesion of Liver",4446
YR58Z,Injection Sclerotherapy of Peripheral Arteriovenous Malformation,1287
YR59Z,Prostate Artery Embolisation,2909
YR60Z,Complex Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Branched Stent Graft,13489
YR61Z,Standard Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Branched Stent Graft,13622
YR62A,"Complex Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Fenestrated Stent Graft, with CC Score 6+",17185
YR62B,"Complex Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Fenestrated Stent Graft, with CC Score 0-5",13362
YR63A,"Standard Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Fenestrated Stent Graft, with CC Score 6+",14396
YR63B,"Standard Endovascular Repair of Thoracoabdominal Aortic Aneurysm using Fenestrated Stent Graft, with CC Score 0-5",12961
YR64A,"Complex Endovascular Repair of Thoracic Aortic Aneurysm, with CC Score 6+",11550
YR64B,"Complex Endovascular Repair of Thoracic Aortic Aneurysm, with CC Score 0-5",8980
